Array Design Name	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Comment[AdditionalFile:CDF]	HG_U95D.CDF
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-12
Comment[SubmittedName]	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Term Source Name	The MGED Ontology	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	mgd	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
78628_at	78628_at	T85127					78628_at							Hs.134540						
78632_at	78632_at	AI078483					78632_at							Hs.374076						
78634_at	78634_at	AI056409	Q9Y2R0		NM_014019		78634_at		28958					Hs.16059	ENSG00000167932					
78636_at	78636_at	AI091458					78636_at							Hs.134559						
78638_f_at	78638_f_at	AI792217					78638_f_at													
78640_r_at	78640_r_at	AI792217					78640_r_at													
78643_at	78643_at	AI140462					78643_at							Hs.134587						
78645_at	78645_at	AI081227					78645_at													
78647_at	78647_at	AI081526					78647_at							Hs.134603						
78648_at	78648_at	AI141046					78648_at							Hs.134623						
78651_at	78651_at	AI383963	Q96P04		NM_016179	ion_trans	AB008889_at		7223	IPR005821	PR01433		7706747	Hs.262960	ENSG00000133107	603651				
78654_at	78654_at	AI082254					78654_at							Hs.134641						
78656_at	78656_at	AI038702					78656_at							Hs.134650						
78657_at	78657_at	AI082421					78657_at							Hs.346489						
78660_g_at	78660_g_at	AI082421					78660_g_at							Hs.346489						
78661_at	78661_at	AA812921					78661_at							Hs.346489						
78664_at	78664_at	AI082431					78664_at							Hs.134653						
78665_at	78665_at	AI087798					78665_at							Hs.134665						
78668_r_at	78668_r_at	AI673818					78668_r_at							Hs.134665						
78670_at	78670_at	AI088492					78670_at							Hs.134696						
78672_at	78672_at	AI276246					78672_at							Hs.134702						
78674_at	78674_at	AI521891					78674_at							Hs.125644						
78676_at	78676_at	AW026223					78676_at							Hs.134713						
78678_at	78678_at	AI089187	Q9NUT5				78678_at		55780					Hs.307928	ENSG00000130023					
78680_at	78680_at	AA282171	Q9NWX9	d1jjea_	NM_032179		1423964_at		54973	IPR001279	IPB001587		14149863	Hs.6449	ENSG00000127054					
78681_at	78681_at	AI264296					78681_at													
78683_at	78683_at	AI830571					78683_at							Hs.34969						
78685_at	78685_at	AI939317					78685_at							Hs.134767						
78687_at	78687_at	AI939318	Q9H9S7		NM_022905		78687_at		64927	IPR001440			21362086	Hs.139709	ENSG00000103852					
78690_at	78690_at	AI939308					78690_at							Hs.134772						
78691_at	78691_at	AI363056	Q9H0L7		NM_020314		1426694_at		57020				18482379	Hs.5320	ENSG00000103544					
78694_at	78694_at	AI655074					78694_at													
78695_at	78695_at	AW001771	Q9H620	d1k3ia3	NM_017644	Kelch	AA691628_at		54800	IPR001798	PR00501	1.1.3.9	8923061	Hs.246875	ENSG00000114796					
78697_at	78697_at	AI800629					78697_at							Hs.134795						
78699_at	78699_at	AI911586					78699_at							Hs.134798						
78701_at	78701_at	AI761715	Q9GZW2	d1jj2h_	NM_032241	Ribosomal_L10e	161657_f_at		6134	IPR001197	IPB001197		5174431	Hs.29797	ENSG00000147403	312173				
78703_at	78703_at	AI796760	Q9HA90		NM_024768		78703_at		79825				20828356	Hs.134807	ENSG00000114654					
78704_at	78704_at	AI088179					78704_at							Hs.134812						
78705_r_at	78705_r_at	R38984					78705_r_at							Hs.13482						
78706_at	78706_at	AI572840					78706_at							Hs.134828						
78707_at	78707_at	AL037764					78707_at							Hs.399853						
78708_at	78708_at	AI435135					78708_at							Hs.134848						
78710_at	78710_at	AI091436					78710_at													
78712_at	78712_at	N29026					Msa.5939.0_s_at		43850					Hs.134877						
78715_at	78715_at	AI379702					78715_at							Hs.134885						
78716_at	78716_at	AI051787					78716_at							Hs.380140						
78717_at	78717_at	H19367	Q8TCQ5		NM_145055		78717_at		147339				21450814	Hs.33862	ENSG00000152242					
78720_at	78720_at	AI093483	Q9NT82		NM_139075	ion_trans	78720_at		219931	IPR005821	PR01433		20589958	Hs.186655	ENSG00000162341					
78721_at	78721_at	AI093751	Q9P148	d1dr9a1	NM_018538	SPRY	78721_at		114625	IPR003879	PR00796		22536182	Hs.181223	ENSG00000164010					
78724_at	78724_at	AI094001					78724_at							Hs.134962						
78726_at	78726_at	AI433345					78726_at							Hs.134979						
78729_at	78729_at	AI939307					78729_at							Hs.405590						
78732_f_at	78732_f_at	AI094933					78732_f_at							Hs.349076						
78736_r_at	78736_r_at	AI094933					78736_r_at							Hs.349076						
78738_at	78738_at	AI939459					78738_at							Hs.135004						
78740_at	78740_at	AI095764					78740_at							Hs.135018						
78742_at	78742_at	AI939581					78742_at							Hs.135031						
78745_at	78745_at	AI096395					78745_at							Hs.135049						
78747_at	78747_at	AI939341					78747_at							Hs.135052						
78750_at	78750_at	AI378685					78750_at							Hs.135058						
78751_at	78751_at	AI097067					78751_at							Hs.135064						
78753_at	78753_at	AI097280					78753_at							Hs.405497						
78755_at	78755_at	AI939322					78755_at							Hs.135089						
78758_at	78758_at	AI360834					78758_at							Hs.135094						
78760_at	78760_at	AI939345					78760_at							Hs.407171						
78764_at	78764_at	AI742876	P52756		NM_005778	zf-RanBP	78764_at		10181	IPR000504	IPB001876		5032031	Hs.201675	ENSG00000003756	606884				
78766_at	78766_at	AI128614					78766_at							Hs.269783						
78769_r_at	78769_r_at	AI091534					78769_r_at							Hs.270514						
78771_at	78771_at	AI146357					78771_at							Hs.408648						
78772_at	78772_at	AA029162	Q8TEH2				78772_at							Hs.21256						
78774_at	78774_at	AI095830					78774_at							Hs.401979						
78776_at	78776_at	AA188594	Q96SN1		NM_032833		78776_at		84919				20910285	Hs.334712	ENSG00000158615					
78778_at	78778_at	AI761578					78778_at							Hs.135159						
78779_at	78779_at	AI087874					78779_at							Hs.90787						
78781_at	78781_at	AI094626	Q8N9T0		NM_145739	Oxysterol_BP	129015_i_at		114880	IPR001849	IPB000648		22035612	Hs.318775	ENSG00000079156	606734				
78785_at	78785_at	AI081757	Q9Y5A6		NM_145914		1420096_at		7589	IPR003309				Hs.20082		601261				
78786_at	78786_at	AI091533	Q96QF7		NM_052957		78786_at		93953		IPB003403		16445033	Hs.135167	ENSG00000147174	300369				
78789_r_at	78789_r_at	AI276780					78789_r_at							Hs.369237						
78793_at	78793_at	AA504587	Q9BYV9	d1buoa_	NM_021813	bZIP	78793_at		60468	IPR004827	IPB001871		13898847	Hs.88414	ENSG00000112182	605394				
78795_at	78795_at	AI093963	Q8N8S0		NM_152361		78795_at		126272				17483187	Hs.135181						
78797_at	78797_at	AA910336	Q8N923				78797_at							Hs.95893						
78798_g_at	78798_g_at	AA910336	Q8N923				78798_g_at							Hs.95893						
78799_at	78799_at	AI090443	AAH36923				78799_at							Hs.95893						
78802_at	78802_at	R14973					78802_at													
78804_at	78804_at	AI091282					78804_at							Hs.135224						
78806_at	78806_at	H00217					78806_at							Hs.135226						
78807_at	78807_at	AI633652					78807_at							Hs.135227						
78809_at	78809_at	AI081880	Q9NVT2		NM_016396	NIF	78809_at		51496	IPR004274			7705461	Hs.104336	ENSG00000137770					
78810_at	78810_at	N20544					78810_at							Hs.135239						
78812_at	78812_at	AI123346					78812_at							Hs.135241						
78816_at	78816_at	N77974					78816_at							Hs.66104						
78820_at	78820_at	AI087899					78820_at							Hs.135253						
78823_at	78823_at	AI435321					78823_at							Hs.135275						
78825_at	78825_at	AI168752					78825_at							Hs.135277						
78827_at	78827_at	AA400703	Q96LJ0		NM_145026		166887_at		221409				21450753	Hs.135283						
78829_at	78829_at	R50922	Q8N0W4	d1f8ua_	NM_020742	COesterase	78829_at		57502	IPR002018		3.1.1.7	6330941	Hs.21107						
78831_at	78831_at	D61269					78831_at							Hs.135338						
78834_at	78834_at	AI733986					78834_at							Hs.408463						
78837_r_at	78837_r_at	AI345489					78837_r_at							Hs.410406						
78839_r_at	78839_r_at	AI792487					78839_r_at							Hs.408469						
78841_i_at	78841_i_at	AI792578					78841_i_at													
78843_r_at	78843_r_at	AI792578					78843_r_at													
78844_at	78844_at	AI057450	Q13183		NM_003984	Na_sulph_symp	AF058714_at		9058	IPR001898	IPB001898		4506979	Hs.102307	ENSG00000007216	604148				
78848_r_at	78848_r_at	AI754701					78848_r_at							Hs.328476						
78849_r_at	78849_r_at	AI074456					78849_r_at							Hs.135424						
78851_at	78851_at	AI075053					78851_at							Hs.372172						
78852_at	78852_at	AI076830					78852_at													
78855_at	78855_at	AI076204					78855_at							Hs.408542						
78857_at	78857_at	AI088192					78857_at							Hs.135474						
78859_at	78859_at	T77400					78859_at							Hs.167367						
78860_at	78860_at	AI800488					78860_at							Hs.135495						
78862_at	78862_at	AI954781					78862_at							Hs.135513						
78864_g_at	78864_g_at	AI954781					78864_g_at							Hs.135513						
78867_at	78867_at	AI095772					78867_at													
78869_at	78869_at	AI636018	Q8WW52		NM_147161	START	78869_at		26027	IPR002913		3.1.2.2	7513073	Hs.234786		606803				
78870_at	78870_at	AI939464					78870_at							Hs.135548						
78872_r_at	78872_r_at	N41598	Q96N38				78872_r_at			IPR001909				Hs.135553						
78874_at	78874_at	AI732977					78874_at							Hs.135554						
78876_at	78876_at	AI732976					78876_at							Hs.369522						
78878_at	78878_at	AI142078					78878_at							Hs.135562						
78881_r_at	78881_r_at	AI733115					78881_r_at							Hs.135564						
78882_at	78882_at	AA972965					78882_at							Hs.369386						
78884_r_at	78884_r_at	AA830144					78884_r_at							Hs.135613						
78885_at	78885_at	N89561					78885_at							Hs.303103						
78887_at	78887_at	AA863389					78887_at							Hs.135643						
78890_at	78890_at	AA643208	P35520	d1jbqa_	NM_000071	PALP	M88347_s_at		875	IPR005857	IPB000993	4.2.99.8	4557415	Hs.84152	ENSG00000160200	236200	MAP00450			
78891_at	78891_at	AI733017					78891_at							Hs.135646						
78893_at	78893_at	AA643368					78893_at							Hs.135647						
78895_at	78895_at	AI478705					78895_at													
78897_at	78897_at	AI359114					78897_at							Hs.355450						
78898_at	78898_at	AI797283					78898_at							Hs.372759						
78900_r_at	78900_r_at	AI791792					78900_r_at							Hs.135675						
78901_r_at	78901_r_at	AA973583					78901_r_at													
78903_at	78903_at	AI861962					78903_at							Hs.135691						
78905_at	78905_at	AA724729	O76054	d1aua_1	NM_012429	CRAL_TRIO_N	78905_at		23541	IPR001251	PR00180		7110715	Hs.277728	ENSG00000159924					
78907_at	78907_at	AI203404					78907_at							Hs.135693						
78910_i_at	78910_i_at	AA989345					78910_i_at							Hs.282842						
78912_r_at	78912_r_at	AA989345					78912_r_at							Hs.282842						
78914_at	78914_at	AA994000					78914_at							Hs.135714						
78916_at	78916_at	AI678095					78916_at							Hs.135715						
78918_at	78918_at	AI763172	Q96AH8				78918_at			IPR002046				Hs.135717						
78919_at	78919_at	AI792172					78919_at							Hs.135718						
78921_i_at	78921_i_at	AA905085					78921_i_at							Hs.369665						
78923_at	78923_at	AI554000					78923_at							Hs.135735						
78925_at	78925_at	AI733010					78925_at							Hs.135742						
78928_i_at	78928_i_at	AI800432	Q9UHC5	d1im4a_	NM_016218	IMS	AA273206_at		51426	IPR001126	IPB001126			Hs.135756	ENSG00000122008	605650				
78930_r_at	78930_r_at	AI800432	Q9UBT6	d1im4a_	NM_016218	IMS	97651_at		51426	IPR001126	IPB001126			Hs.135756	ENSG00000122008	605650				
78932_at	78932_at	AA907554	AAN15780	d1im4a_	NM_016218	IMS	AA273206_at		51426	IPR001126	IPB001126			Hs.135756	ENSG00000122008	605650				
78934_at	78934_at	AI203685					78934_at							Hs.135763						
78936_at	78936_at	AI005651					78936_at							Hs.135772						
78937_at	78937_at	AI274972	Q92762	d1g1ca_	NM_003319	pkinase	1427446_s_at		7273	IPR004168	PR00726		20143922	Hs.172004	ENSG00000155657	188840			Titen	
78938_at	78938_at	AI949164					78938_at							Hs.432410						
78941_at	78941_at	AI792194					78941_at							Hs.135787						
78943_at	78943_at	AA909480					78943_at							Hs.135850						
78947_at	78947_at	AI033572					78947_at							Hs.135866						
78948_at	78948_at	AI492176	Q96SQ1		NM_024900	PHD	78948_at		79960	IPR001965			23273896	Hs.238246	ENSG00000077684					
78950_g_at	78950_g_at	AI492176	Q9H692		NM_024900	PHD	78950_g_at		79960	IPR001965			23273896	Hs.238246	ENSG00000077684					
78952_at	78952_at	W27355	Q9H692		NM_024900	PHD	78952_at		79960	IPR001965			23273896	Hs.238246	ENSG00000077684					
78953_r_at	78953_r_at	AI248056					78953_r_at							Hs.135989						
78956_at	78956_at	AI261208					78956_at							Hs.136017						
78958_at	78958_at	W57973					78958_at													
78959_at	78959_at	AI086231					78959_at							Hs.136033						
78961_at	78961_at	AI307479					78961_at													
78963_at	78963_at	AA115202	Q96GQ8				78963_at							Hs.136061						
78965_at	78965_at	W26276	Q9BTL2				78965_at		6066					Hs.374989		180690				
78966_at	78966_at	W22648					78966_at							Hs.71711						
78969_at	78969_at	AA224825	Q9BST5				78969_at							Hs.356224						
78972_i_at	78972_i_at	AI732077					78972_i_at							Hs.432947						
78975_r_at	78975_r_at	AI732077					78975_r_at							Hs.432947						
78978_at	78978_at	AA255847					78978_at							Hs.143087						
78980_at	78980_at	AI804932					78980_at							Hs.136247						
78983_at	78983_at	AA805026					78983_at							Hs.136252						
78985_at	78985_at	AA405377	Q9UKF5	d1quaa_	NM_021780	disintegrin	78985_at		11086	IPR006025	IPB003854	3.4.24.52	20469207	Hs.126838	ENSG00000168594	604778				
78988_at	78988_at	AA442252					78988_at							Hs.9965						
78991_at	78991_at	AA825237					78991_at							Hs.136330						
78992_at	78992_at	AI791323					78992_at							Hs.136370						
78994_at	78994_at	AA506092					78994_at							Hs.136371						
78995_at	78995_at	AA521106					78995_at							Hs.255185						
78997_at	78997_at	AA521309					78997_at							Hs.136379						
79000_at	79000_at	AA521501	Q96BX8		NM_130807	Mob1_phocein	163812_at		126308	IPR005301			3342738	Hs.180549	ENSG00000172081					
79003_at	79003_at	AI732793					79003_at							Hs.136386						
79005_at	79005_at	AA504646	Q9H7U6		NM_024881		79005_at		79939				22761388	Hs.281462	ENSG00000127526					
79010_at	79010_at	AA505317					79010_at							Hs.430166						
79011_at	79011_at	AA534674					79011_at							Hs.301985						
79013_at	79013_at	AA775208					79013_at							Hs.136423						
79015_at	79015_at	AI308079	Q9BQJ0				79015_at		57223	IPR000697				Hs.301434	ENSG00000138041					
79016_at	79016_at	AI732357					79016_at							Hs.157123						
79018_at	79018_at	AI732646	Q8N9P8				79018_at							Hs.301118						
79019_at	79019_at	AI798902					79019_at							Hs.136502						
79021_at	79021_at	AL120002					79021_at							Hs.8045						
79022_at	79022_at	AI821803					79022_at							Hs.433047						
79024_at	79024_at	AA737831					79024_at							Hs.136585						
79026_at	79026_at	AW051952					79026_at							Hs.8177						
79028_at	79028_at	AI821251					79028_at							Hs.136597						
79030_at	79030_at	AA828359					79030_at							Hs.136649						
79032_at	79032_at	AA730474					79032_at							Hs.293404						
79034_at	79034_at	AA907783					79034_at							Hs.294054						
79036_at	79036_at	AA740248					79036_at							Hs.292335						
79038_at	79038_at	AA741105					79038_at							Hs.136707						
79039_at	79039_at	AA731993					79039_at							Hs.291363						
79041_at	79041_at	AA743084	Q8NE70	d1guxa_	NM_005611	RB_B	1425981_a_at		5934	IPR002720	IPB002719		627364	Hs.79362	ENSG00000103479	180203				
79043_at	79043_at	AA742322					79043_at							Hs.336829						
79045_at	79045_at	AA745869		d1exbe_	NM_153033	K_tetra	1440168_x_at		154881				20845449	Hs.290825						
79047_at	79047_at	T97791	Q8N1Q3				79047_at							Hs.311977						
79049_at	79049_at	AA743885					79049_at							Hs.293391						
79051_r_at	79051_r_at	AI620485					79051_r_at							Hs.136753						
79053_at	79053_at	AI962796					79053_at							Hs.156100						
79055_at	79055_at	AA759276					79055_at							Hs.136776						
79057_at	79057_at	AI672812	Q92574		NM_000368		1369362_at		7248				4507693	Hs.79393	ENSG00000165699	605284		Q27480		
79059_at	79059_at	AA789098					79059_at							Hs.136810						
79061_at	79061_at	AI017875					79061_at							Hs.136829						
79062_at	79062_at	AA766283					79062_at							Hs.291846						
79064_at	79064_at	AI684473	AAH38180	d1jcqa_	NM_003605	TPR	U76557_at		8473	IPR001440	PR01441	2.1.1.80	4505499	Hs.100293	ENSG00000147162	300255				
79066_at	79066_at	AA830272	Q96BZ4	d1byra_	NM_138790	PLDc	79066_at		122618	IPR001736	IPB001736	3.1.4.4	7242181	Hs.136896	ENSG00000166428					
79067_at	79067_at	AA004295					79067_at							Hs.136905						
79069_at	79069_at	AA744374					79069_at							Hs.136907						
79071_at	79071_at	AA307225					79071_at							Hs.379808						
79073_at	79073_at	AI249177					79073_at							Hs.136947						
79074_at	79074_at	AI524250	AAH23645				79074_at							Hs.136949						
79076_at	79076_at	AI302392					79076_at							Hs.136982						
79078_at	79078_at	AA831830					79078_at							Hs.136984						
79079_r_at	79079_r_at	AI732908					79079_r_at							Hs.136999						
79082_at	79082_at	AA868782					79082_at							Hs.202043						
79083_at	79083_at	AA872573	P30101	d2trxa_	NM_005313	thiored	M73329_s_at		2923	IPR005792	IPB000063	5.3.4.1	23271997	Hs.13751	ENSG00000167004	602046				
79085_at	79085_at	AI733271					79085_at							Hs.137042						
79089_at	79089_at	AI797610	Q96D72		NM_152302		79089_at		85362				23097279	Hs.15783						
79090_at	79090_at	AI239420					79090_at							Hs.114779						
79092_at	79092_at	AI821955					79092_at													
79094_at	79094_at	R99042	AAH36037				79094_at							Hs.348319						
79095_i_at	79095_i_at	AA913504					79095_i_at							Hs.137089						
79097_r_at	79097_r_at	AI672487	Q9NWE7		NM_018682	SET	106009_at		55904	IPR001965	IPB001214		23503327	Hs.333300	ENSG00000005483					
79099_at	79099_at	AI792925					79099_at							Hs.137097						
79102_at	79102_at	AI591318					79102_at							Hs.137108						
79104_r_at	79104_r_at	R24065	Q15084	d1thx__	NM_005742	thiored	rc_AI232677_at		10130	IPR000886	IPB000063		5031973	Hs.182429	ENSG00000143870					
79106_r_at	79106_r_at	AI732270					79106_r_at							Hs.260146						
79108_i_at	79108_i_at	AA847255					79108_i_at							Hs.137182						
